"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"HindiNews18","Welcome to the Official Twitter page of First Indian Regional Hindi website of India.Breaking News, latest stories, features & Blog from 8 States.",119657,44547,41,68,"https://t.co/oMgyjJTUDU","News18Hindi",2014-11-10 07:19:17,FALSE,TRUE,"HindiNews18","Noida","en","2895345258",310,FALSE,"http://pbs.twimg.com/profile_images/820981076398981120/V70WHMI1_normal.jpg"
"ACNMmidwives","We tweet about the care midwives provide for women of all ages. We're passionate about improving women‚Äôs health+maternity care. Every woman deserves a midwife!",7425,13872,1042,308,"https://t.co/sr3BcFfy3X","ACNM Midwives",2009-06-23 19:27:58,FALSE,FALSE,"ACNMmidwives","Silver Spring, MD","en","50074068",319,FALSE,"http://pbs.twimg.com/profile_images/799643448357830656/FTrErgEN_normal.jpg"
"STAR1025","Ken, Colleen, & Kurt in the Morning, Today's Best Variety all day | IG: star1025fm | Snapchat: star1025fm",14878,5903,1425,1878,"http://t.co/C5iQpRaOpt","STAR 102.5",2008-06-25 23:39:26,FALSE,TRUE,"STAR1025","Des Moines, Iowa","en","15238011",129,FALSE,"http://pbs.twimg.com/profile_images/877942064792711168/3Q_fqf1c_normal.jpg"
"c_lorraine_xox","#blacklivesmatter Ì†ΩÌ∂§‚úäÌ†ºÌøΩ | sc:courtneyduc | 11/27/14 ‚ù§Ô∏è",12168,524,25292,452,NA,"Courtni B.",2013-07-19 15:08:06,FALSE,FALSE,"c_lorraine_xox","Charleston ‚úà ATL  ","en","1606105764",2,FALSE,"http://pbs.twimg.com/profile_images/965665344697315330/sEIV44pi_normal.jpg"
"LilJota7","@FluminenseFc
MUAY THAI Ì†ΩÌ±ä YESHUA ‚ù§Ô∏è
T.Y.F Ì†ΩÌ≤ö‚ù§Ô∏è #PROJECT",2735,242,587,404,NA,"APOLLO TECO JR  Ì†ΩÌ∏é #PROJECT",2018-01-31 17:09:38,FALSE,FALSE,"LilJota7","Amsterdam, New Jersey","pt","958749123376803840",0,FALSE,"http://pbs.twimg.com/profile_images/967529699919454210/fisjBVUV_normal.jpg"
"TreyLebrecque","Boycotted FB. ONLY on Twitter 4 POTUS. MARRIED. RT doesn't mean I necc Agree, 4 Unity&freedom; Let's Make Justin a Drama Actor Again #Q  #Potus Ì†ºÌΩÅÌ†ºÌ∑®Ì†ºÌ∑¶Ì†ºÌ∑±Ì†ºÌ∑∑",19925,2726,26857,4626,NA,"The Sleeping Giant has awoken",2017-07-20 15:18:57,FALSE,FALSE,"TreyLebrecque","Toronto, Ontario","en","888055635828502530",4,FALSE,"http://pbs.twimg.com/profile_images/939124453186813952/E6mT9LGo_normal.jpg"
"Golfman072","Believer in Jesus who reads the Bible. #Veterans #strongmilitary #CCOT #buildthewall #draintheswamp #LNYHBT #tcot #deplorables USN Veteran #releasethememo",29942,26976,23734,29651,"https://t.co/Bg7vCkRvR6","Serving the Servant",2009-06-14 08:47:32,FALSE,FALSE,"Golfman072","Portland OR","en","47061232",80,FALSE,"http://pbs.twimg.com/profile_images/956553963217678337/k8JVBFQ2_normal.jpg"
"ezrafieser","Bloomberg correspondent based in the Caribbean. Formerly staff at Bennigan's. Year-round turron de jijona eater. Double faulter.",2073,1251,64,1937,"https://t.co/CcJkOFFIPu","Ezra Fieser",2009-05-06 19:51:44,FALSE,FALSE,"ezrafieser","Dominican Republic","en","38260666",124,FALSE,"http://pbs.twimg.com/profile_images/895348944808493056/Gb4Syp8F_normal.jpg"
"murderof4Crows","‚≠êÔ∏èI support President Trump‚≠êÔ∏èÌ†ΩÌ∑ΩAmerica FIRSTÌ†ºÌ∑∫Ì†ºÌ∑∏Ì†æÌ¥óFollowMAGAÌ†ΩÌ¥∏QÌ†ΩÌ¥∏‚ö†Ô∏èSo,Schizophrenia,Ì†ΩÌ∏∂ MKUltra,Ì†ΩÌ∏ëor Demons.Ì†ΩÌπÑ It's not a gun problem.Ì†æÌ¥îSTOPTHEPOLITICSThink4Yourself",19738,938,5633,996,"https://t.co/NOMnzY0N1i","V743N",2017-04-23 02:33:16,FALSE,FALSE,"murderof4Crows","oregon|landof|letsjustfixitwith|anothertax","en","855972810824359936",5,FALSE,"http://pbs.twimg.com/profile_images/966698659222925312/xYNkU-qZ_normal.jpg"
"sfggamerbabe","I Ì†ΩÌ∂§ sports. Tweets dangerous sans mes lunettes! Wife, mom, SFGiants, Dubs & 49ers #Resist",9024,991,7851,395,NA,"Ì†ΩÌ≤ÅÌ†ºÌøª‚Äç‚ôÄÔ∏è‚öæÔ∏èÌ†ΩÌ≤ÖÌ†ºÌøº",2015-02-11 19:52:47,FALSE,FALSE,"sfggamerbabe","NotYourTwitterClique","en","3031160374",13,FALSE,"http://pbs.twimg.com/profile_images/969734679094968320/HECqC7H7_normal.jpg"
"MELiSSA76KCCO","Mom of 4, grandma of 5
Love most music and dance
I usually find something annoying in most people and things! Ì†ΩÌ∏à
#TCC #KCCO Ì†ΩÌ≤ú",1819,86,8252,78,NA,"MELiSSA SANCHEZ",2017-03-10 23:53:46,FALSE,FALSE,"MELiSSA76KCCO","Kennewick, WA","en","840349993995137024",0,FALSE,"http://pbs.twimg.com/profile_images/968228395728293888/KC2FWF0F_normal.jpg"
"VietnameseJC","I'm a photographers dream",168791,3067,1638,236,NA,"100K Rramarete",2011-07-21 11:03:50,FALSE,FALSE,"VietnameseJC","23 Jump Street","en","339603946",38,FALSE,"http://pbs.twimg.com/profile_images/957905740911579137/X_S7Pd55_normal.jpg"
"_iceykaye","daughter of a lady hustlerÌ†ΩÌ∏ªÌ†ΩÌ≤∞Ì†ΩÌπè remain humble Ì†ΩÌ≤™‚ú®",37379,1124,2629,1495,NA,"kiaÌ†ºÌæÄ",2012-12-24 15:45:47,FALSE,FALSE,"_iceykaye","501 ‚úà","en","1032945374",3,FALSE,"http://pbs.twimg.com/profile_images/968315645640237062/nGNO2hdf_normal.jpg"
"K_Seubert11","Warriors Blew A 3-1 Lead",18347,348,16886,470,NA,"Special_K",2013-03-22 04:08:29,FALSE,FALSE,"K_Seubert11","San Jose, CA","en","1287701977",6,FALSE,"http://pbs.twimg.com/profile_images/843754604416327680/z8bZHtfB_normal.jpg"
"NJNurses","The mission of the New Jersey State Nurses Association is to promote the profession of nursing; advance the practice of nursing and advocate for nurses.",6040,1835,1017,1278,"https://t.co/Emh1RUe1sR","NJ State Nurses",2012-03-15 18:52:51,FALSE,FALSE,"NJNurses","Trenton, NJ","en","525644018",51,FALSE,"http://pbs.twimg.com/profile_images/1899337592/NJSNAFB_normal.jpg"
"AshleyN_Perkins","CWU / instagram: ashleyperkins96",5319,274,13211,344,NA,"Ashley Perkins",2013-08-12 23:58:14,FALSE,FALSE,"AshleyN_Perkins","Washington, USA","en","1666330327",9,FALSE,"http://pbs.twimg.com/profile_images/959954752074170369/FDOuKrQB_normal.jpg"
"dartropolis","MA of Globalisation: Politics, Conflict and Human Rights. Corbyn fanatic. Bitchin' baker. Sometimes blogger.  Full-time Gremlin.",4587,228,430,449,"https://t.co/rR8GZ3M1bt","Darcey Haynes",2009-10-21 17:50:25,FALSE,FALSE,"dartropolis","Hastings, England","en","84123609",4,FALSE,"http://pbs.twimg.com/profile_images/954387053185290242/rRfIg0xM_normal.jpg"
"LuyandaOtola","Just an ordinary guy Ì†ΩÌ∑ø
6lack JesusÌ†ΩÌ±ë",256,151,451,533,NA,"Abraham Phresh",2012-12-24 21:10:49,FALSE,FALSE,"LuyandaOtola","East London, South Africa","en","1033475785",0,FALSE,"http://pbs.twimg.com/profile_images/964100931737530368/XMCm26qQ_normal.jpg"
"Uda_Yudhi","Penyuka Bau Hujan dan Rumput di Pagi",45607,35208,84,111,NA,"Pemuda Tanggung",2012-11-25 09:45:08,FALSE,FALSE,"Uda_Yudhi","Medan Kota, Indonesia","id","969750973",34,FALSE,"http://pbs.twimg.com/profile_images/965492677012697088/hTOO3z8O_normal.jpg"
"TJFixman","Screenwriter, Professional Make Stuff Upper: Features, Video Games, Comics. Retired writer of Lombaxes. https://t.co/dc5e6i5fSX",34191,4564,14335,694,"https://t.co/Com2442OVc","TJ Fixman",2009-03-12 16:19:41,FALSE,TRUE,"TJFixman","Los Angeles, CA","en","23976368",136,FALSE,"http://pbs.twimg.com/profile_images/966773793438904320/HRjlKrKZ_normal.jpg"
"xzrudy","IG: _zenil | esports | F1 | Halo | sci-fi books | Ô£ø | developer | coffee enthusiasts | Persona non grata since 1992.",56552,465,125867,428,NA,"rudy",2009-08-14 18:48:20,FALSE,FALSE,"xzrudy","M√©xico","es","65704683",47,FALSE,"http://pbs.twimg.com/profile_images/854513076288331776/EC_qvf_M_normal.jpg"
"jolandraa","Yeezy taught me",81863,778,12040,455,NA,"J.NA$TY",2010-05-14 01:58:56,FALSE,FALSE,"jolandraa","EWU","en","143653748",6,FALSE,"http://pbs.twimg.com/profile_images/961889262391062529/-kYnNTVZ_normal.jpg"
"Renee_Minta","May the wind always be at your back and the sun upon your face. And may the winds of destiny carry you aloft to dance with the stars. NY‚úàÔ∏èATL CLAYTON STATEÌ†ºÌ∑¨Ì†ºÌ∑≠",52050,704,8611,461,NA,"Adowa Black",2013-01-19 21:36:22,FALSE,FALSE,"Renee_Minta","","en","1104721388",3,FALSE,"http://pbs.twimg.com/profile_images/968691724225798144/T0PFSuyx_normal.jpg"
"andygabs","Owner of Integrity Entertainments. Cov City fan since 1967. Proud father to Harry & Ellie. City College lecturer. Married since 1985. Grandfather to Sophia ‚ù§Ô∏è‚ù§Ô∏è",5557,1177,7056,1148,"https://t.co/ZW49YS2ZxA","Andy Gabriel",2012-07-08 12:17:33,FALSE,FALSE,"andygabs","Coventry ","en","630172294",27,FALSE,"http://pbs.twimg.com/profile_images/834786969137926148/1fIJWIQT_normal.jpg"
"filammariyon","Exploration Investigation",6458,187,21425,182,NA,"Filammariyon",2012-07-17 23:35:49,FALSE,FALSE,"filammariyon","","en","701980027",2,FALSE,"http://pbs.twimg.com/profile_images/948623791172870146/-2Zfgc_s_normal.jpg"
"__hanns","slow down and enjoy the little things",5641,704,14378,611,NA,"hannah sarty",2012-07-18 01:43:22,FALSE,FALSE,"__hanns","","en","702139039",0,FALSE,"http://pbs.twimg.com/profile_images/905089416431112192/3Qqmm__l_normal.jpg"
"PK_PDX","Portland native, cat and dog dad, does CI for a living, leftist so expect politics. Likes computers. Opinions represent everyone else's employer. he/him",77805,2455,60965,164,"https://t.co/UWPAWhK8hQ","peek",2012-07-11 04:55:06,FALSE,FALSE,"PK_PDX","Portland, OR","en","632599675",34,FALSE,"http://pbs.twimg.com/profile_images/945708045643812864/c4ha_k0H_normal.jpg"
"mistyeblen","Am a sweet, thoughtful, kind and have a great sense of humor....from Las Vegas,Nevada....am a pediatric nurse and also do baby sitter part time...",178,170,352,79,NA,"Mistyeblen",2017-09-02 00:04:28,FALSE,FALSE,"mistyeblen","Seymour, TN","en","903770565911216128",0,FALSE,"http://pbs.twimg.com/profile_images/962361079996342272/V1HdmwNw_normal.jpg"
"HisBadgeriness","aka Badger Goldensnout. Style icon. Sock thief. Inveterate licker of yoghurt pots and hooverer of crumbs. I have needle teeth. No photos please.",1230,267,738,381,"https://t.co/54a66MbNSm","Earl of Radford",2015-03-12 17:52:06,FALSE,FALSE,"HisBadgeriness","Wherever squirrels pose overpopulation issues","en-gb","3089423943",2,FALSE,"http://pbs.twimg.com/profile_images/610195890217861120/6jys6jvM_normal.jpg"
"ehopkinz","",12393,334,22610,39,NA,"Patriot",2009-02-24 23:08:15,FALSE,FALSE,"ehopkinz","","en","21810140",6,FALSE,"http://pbs.twimg.com/profile_images/794620707422478337/K3GAHdEN_normal.jpg"
"BlisszNikki","The Left uses violence to silence. #MAGA #BlueLivesMatter                     @zellnerlaw",37778,1598,62128,1322,NA,"Ì†ºÌ∑∫Ì†ºÌ∑∏NikkiÌ†ºÌ∑∫Ì†ºÌ∑∏",2014-09-26 20:57:34,FALSE,FALSE,"BlisszNikki","","en","2786265003",25,FALSE,"http://pbs.twimg.com/profile_images/945689680737005569/600eCTej_normal.jpg"
"AbasiQadhafi","Writing Songs About Love. Click link below to watch the official ""Window‚Äù video.",22618,819,4856,804,"https://t.co/O8Xu9zKwC7","Unplugged",2013-11-25 16:02:53,FALSE,FALSE,"AbasiQadhafi","Silky Milky Way Galaxy","en","2214291014",16,FALSE,"http://pbs.twimg.com/profile_images/969674618142429185/RgK-vTA8_normal.jpg"
"dovecameron2104","INSTAGRAM : doviedove_ :
Talks about Ì†ºÌΩØ‚ú®@mellypaxson ‚ù§√ó3 @tenzingt4 ‚ù§√ó1@nicolebaluja ‚ù§Ì†ΩÌ≤¨√ó2 @miranda_rae9 ‚ù§√ó1 Ì†ΩÌ≤¨√ó1 @marcjabobs ‚ù§√ó2 @bellamihair ‚ù§√ó14",3398,345,4586,1073,"https://t.co/ncLsNfPfH7","Dovie ‚ô°",2017-07-15 09:44:29,FALSE,FALSE,"dovecameron2104","France, Yes i'm french Ì†ΩÌ≤ã","fr","886159522628349952",2,FALSE,"http://pbs.twimg.com/profile_images/960102307936468992/KqvIY5Ti_normal.jpg"
"silverstriik","",114,21,69,110,NA,"Silverstriik",2017-09-11 09:01:50,FALSE,FALSE,"silverstriik","","en","907167288175951872",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"shurified","‚Äúshuri,, how many times do i have to tell you to leave the white man alone?‚Äù",3497,86,3940,235,"https://t.co/JdgTbvYk5o","billie saw BP ‚úßÔΩ•Ôæü: *‚úßÔΩ•Ôæü:*",2018-02-17 12:06:53,FALSE,FALSE,"shurified","","en","964833527106867201",0,FALSE,"http://pbs.twimg.com/profile_images/970880062135422976/mnU1ZPX9_normal.jpg"
"Flu_kekung","‡πÄ‡∏õ‡πá‡∏ô‡∏ú‡∏π‡πâ‡∏õ‡πà‡∏ß‡∏¢‡πÇ‡∏£‡∏Ñ‡∏ã‡∏∂‡∏°‡πÄ‡∏®‡∏£‡πâ‡∏≤‡∏ó‡∏µ‡πà‡∏°‡∏µ‡∏≠‡∏ô‡∏≤‡∏Ñ‡∏ï‡∏ä‡∏±‡∏î‡πÅ‡∏Ñ‡πà 144p",44578,286,258,121,NA,"May the happiness be with me Ì†ΩÌ≤ï",2012-10-19 15:13:43,FALSE,FALSE,"Flu_kekung","","th","891181579",1,FALSE,"http://pbs.twimg.com/profile_images/947215499376476160/TSt4tSBz_normal.jpg"
"jo_starbuck","passenger on the Trump Train. living the dream. MAGA",2221,1212,1991,1295,NA,"Jo Jo Starbuck",2017-01-19 23:28:19,FALSE,FALSE,"jo_starbuck","United States","en","822224197384441856",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"JamesFHumphreys","James F. Humphreys & Associates, L.C. is a premier law firm that has represented victims of personal injury and wrongful death for more than 25 years.",842,142,0,6,"http://t.co/eZ9rPBSg","James F. Humphreys",2013-01-04 19:21:08,FALSE,FALSE,"JamesFHumphreys","Charleston, WV","en","1061227627",0,FALSE,"http://pbs.twimg.com/profile_images/3065563480/40ce122a6f6271a21dcaffa0f540804f_normal.png"
"MashuShimashi","I'm stan Pledis boys Nuest and Seventeen",43109,130,40308,179,NA,"NUEST SEVENTEEN MY DARLING!!",2017-07-06 09:52:05,FALSE,FALSE,"MashuShimashi","","en","882899947997220864",0,FALSE,"http://pbs.twimg.com/profile_images/966218445447618560/YIlqcWNn_normal.jpg"
"ProducerStaceyZ","Producer, Director, Animal Lover!",2455,753,2280,1004,NA,"Stacey Zipfel",2013-12-16 22:44:56,FALSE,FALSE,"ProducerStaceyZ","Los Angeles","en","2249422064",26,FALSE,"http://pbs.twimg.com/profile_images/412718736244617216/WjkwY4E-_normal.jpeg"
"Sawyer_Est97","Just a bad at sports musician who cooks.   You can't fight stupid Ì†ΩÌπçÌ†ºÌøª‚Äç‚ôÇÔ∏èCrowder, Shapiro, and McCinnes are lords",3118,379,9088,602,NA,"Sawyer lush-hair-is",2012-12-01 19:11:54,FALSE,FALSE,"Sawyer_Est97","Houston, TX","en","983156366",6,FALSE,"http://pbs.twimg.com/profile_images/944012837478895616/pSzjy_Rh_normal.jpg"
"not_teamiplier","Hey! Hey! I'm Cat! Welcome! Make yourself comfy. || Teamiplier Community || Feel free to DM me! ||

PFP by: @ConfuzedPotato || Banner by: @Zayzles",3513,2429,682,20,"https://t.co/9LL0alA1kj","Incorrect Teamiplier",2017-08-24 16:16:33,FALSE,FALSE,"not_teamiplier","phantasmagoria","en","900753707335372800",21,FALSE,"http://pbs.twimg.com/profile_images/937490571509280768/Y3VMTleR_normal.jpg"
"MarthaPaola92","Foreign languages. | 25 |Ì†ºÌæàÌ†ºÌø≥Ô∏è‚ÄçÌ†ºÌºà",12644,865,21049,531,NA,"Martha Ì†æÌ∂ñ",2009-11-18 21:15:25,FALSE,FALSE,"MarthaPaola92","","es","90960247",35,FALSE,"http://pbs.twimg.com/profile_images/970185714938789888/qTkkWVfJ_normal.jpg"
"BreakingSkagit","Re-tweets are not Endorsements",56729,5811,1193,1024,"http://t.co/ZwSmmAv8VK","Breaking Skagit",2013-06-20 01:19:06,FALSE,FALSE,"BreakingSkagit","Skagit County, WA","en","1532487553",132,FALSE,"http://pbs.twimg.com/profile_images/696455810600165376/eFcA53dw_normal.png"
"Thapelo48124545","",7062,1305,15123,2157,NA,"... 2017",2015-12-24 09:48:35,FALSE,FALSE,"Thapelo48124545","Johustleburg, South Africa","en","4588019116",6,FALSE,"http://pbs.twimg.com/profile_images/845407689194786816/IqLmqh6n_normal.jpg"
"KaySimHar","msu Ì†ΩÌ≤ö #mgp16",25479,1210,5147,759,NA,"KayBabyÌ†ΩÌ≤ì",2012-08-31 19:55:50,FALSE,FALSE,"KaySimHar","East Lansing","en","794562409",0,FALSE,"http://pbs.twimg.com/profile_images/966390529020891136/VMAXWz5E_normal.jpg"
"GhostAG_DOPE","Artist. Asshole. Sarcastic. Reckless. Grad Student.
Ì†ΩÌ±ª:ghostag_dope Features:ghostdpe@gmail.com 
#Cairo(K-Ro) #AGDOPE #229 #DoubleEagle #RIPBigMa #RIPMarc",56420,2106,10865,2015,"https://t.co/tm2cbKTkdk","Don Juan",2011-06-07 16:40:53,FALSE,FALSE,"GhostAG_DOPE","Cairo/Boro, GA","en","312762777",14,FALSE,"http://pbs.twimg.com/profile_images/966063134069940225/l6qbSqSR_normal.jpg"
"qaqadebt","Between a good lunch and life only that difference that give the sweet at the end. Robert Stephenson",3954,1104,313,1806,NA,"Betsy Morgan, M",2014-08-08 04:40:18,FALSE,FALSE,"qaqadebt","Opava Germany","en","2716171040",71,FALSE,"http://pbs.twimg.com/profile_images/573098238753943552/Ee_QNwnm_normal.jpeg"
"ChristinaHolz","At the periphery. Always answers to my DG blessed moniker ""Sweet Fancy Cha.""",47134,1512,52103,1228,NA,"Chilly Cha Cha",2011-10-18 17:35:44,FALSE,FALSE,"ChristinaHolz","Ye Olde New England","en","393529633",57,FALSE,"http://pbs.twimg.com/profile_images/550337742366720001/p0sQrkNp_normal.jpeg"
"SkagitGov","Skagit County Washington | All info is public & RTs are not endorsements | Account monitored M-F 8-5 | Policy: https://t.co/gCIM1sGMnz",1518,2440,750,112,"https://t.co/jNZk2aqDSM","Skagit County",2009-05-05 23:34:54,FALSE,TRUE,"SkagitGov","Skagit County, WA","en","38053219",103,FALSE,"http://pbs.twimg.com/profile_images/971134886667993088/Wa4paEOe_normal.jpg"
"ECDC_Flu","This is the official account of the European Centre for Disease Prevention and Control's Influenza and other Respiratory Viruses programme",1121,3242,372,152,"http://t.co/KF7zot2KyQ","ECDC Influenza",2013-04-22 09:02:28,FALSE,FALSE,"ECDC_Flu","Stockholm, Sweden","en","1371668696",91,FALSE,"http://pbs.twimg.com/profile_images/453897307226767360/v_WHnT1g_normal.jpeg"
"cat_she","Sunshine-driven anaesthetist, loving 'coach' of two beautiful little princesses",1256,166,603,449,NA,"Cat_she",2010-05-12 07:30:03,FALSE,FALSE,"cat_she","Lake Geneva / Switzerland","en","142978786",9,FALSE,"http://pbs.twimg.com/profile_images/1749940230/photo_4__normal.JPG"
"Michael_Lavigne","With a boutique luxury brokerage located in Capitola Village, Michael Lavigne provides exceptional selling expertise for the Monterey Bay real estate market",1063,101,1197,263,"https://t.co/bekYctckt7","ML",2009-12-10 21:32:00,FALSE,FALSE,"Michael_Lavigne","Capitola-by-the-Sea, CA","en","95988161",3,FALSE,"http://pbs.twimg.com/profile_images/783493438041972736/ZfEQqe1G_normal.jpg"
"JanineRizzo","Ì†ºÌæµEu vou cantar essa paix√£o  que vem de dentro, um sentimento verde,branco e gren√°Ì†ºÌæµ",54206,699,40661,748,NA,"Janine Rizzo",2009-05-14 12:26:41,FALSE,FALSE,"JanineRizzo","Vit√≥ria/ES","pt","39982397",7,FALSE,"http://pbs.twimg.com/profile_images/956967315962318848/PlCCS9Qa_normal.jpg"
"Beowulf_i_am","Inbred Redneck, knuckle dragging gun owner, Libertarian, Father, husband, Sci fi and history nut...lover of redheads....LOL...",5231,266,1842,668,NA,"Harley W Daugherty",2012-12-15 14:50:05,FALSE,FALSE,"Beowulf_i_am","Antarctica","en","1013352230",1,FALSE,"http://pbs.twimg.com/profile_images/2978734034/f464f5a8c487c84ef5e3810edcc39cd0_normal.jpeg"
"TeamHaem","Haematology Education: debate, share wisdom, get involved. #FOAMed: E Graves, A McGregor, J Young, R Evans, L Dunning, N Redding, C Shrubsole",8956,3835,2594,251,"https://t.co/jXHG4QacWx","TeamHaem",2012-11-07 20:02:54,FALSE,FALSE,"TeamHaem","Newcastle upon Tyne, UK","en","932823252",83,FALSE,"http://pbs.twimg.com/profile_images/741020408716132352/IZ3LYVMh_normal.jpg"
"jombloperak_","akun alter. gendut. self-proclaimed cowok lucu nan imut. suka smulean (terutama k-pop).",2104,144,996,1048,NA,"lucuk",2015-11-30 20:59:07,FALSE,FALSE,"jombloperak_","Yogyakarta, Indonesia","en","4332681383",1,FALSE,"http://pbs.twimg.com/profile_images/953814994616860672/w2GDNl40_normal.jpg"
"Scooty413","There's always someone worse off than you & what goes around, comes around. Listen, share, laugh, love & above all - enjoy life! And PLEASE carry a donor card!!",22775,375,8453,2299,NA,"EmJ",2012-02-25 21:07:38,FALSE,FALSE,"Scooty413","Newcastle, UK","en","503551784",53,FALSE,"http://pbs.twimg.com/profile_images/780876597297553408/YA304zJg_normal.jpg"
"coombe49","Thatcherite, no time for scroungers, lefties will be blocked, muted. if you add to list=Blocked! if you have never experienced socialism, shut up!",57971,1012,46364,1125,NA,"TDW",2014-11-01 21:33:51,FALSE,FALSE,"coombe49","Somerset","en-gb","2855638887",68,FALSE,"http://pbs.twimg.com/profile_images/968161688196395008/dzdjd9cg_normal.jpg"
"iamvaleryg","17. Ì†ΩÌ±∏Ì†ºÌøª",16930,577,2816,953,NA,"v a l e r y.‚ú®",2014-01-01 00:47:19,FALSE,FALSE,"iamvaleryg","Coral Springs, FL","en","2255463675",2,FALSE,"http://pbs.twimg.com/profile_images/970711261615919105/Q45AkNoE_normal.jpg"
"stanleysuen","Technologies, Business & Investment",288130,26450,8,346,"http://t.co/Mz4XfbImEd","Stanley Suen",2009-02-19 02:35:59,FALSE,FALSE,"stanleysuen","Toronto, Ontario","en","21268553",2696,FALSE,"http://pbs.twimg.com/profile_images/551764881943171072/ouI6GK-d_normal.jpeg"
